id,header,new_category GT,Act GT,box_index,label,topic,insight,quotes,insight_GT,url_link
15549,Amkor Technology Reports Strong Q4 Results: Details - Amkor Technology (NASDAQ:AMKR),earnings-reporting,YES,0,evidance-event,Q4 earnings and revenue beat,"Amkor Technology exceeded analyst expectations for both earnings per share and revenue in Q4, indicating strong performance and demand. The company also provided an optimistic outlook for Q1, beating revenue estimates.","Amkor Technology reported quarterly earnings of 69 cents per share, which beat the consensus estimate of 44 cents by 56.11%
Quarterly revenue came in at $1.89 billion, which beat the Street estimate of $1.84 billion.
Amkor expects first quarter GAAP EPS of 18 cents to 28 cents, versus the 21 cent analyst estimate, and revenue in a range of $1.6 billion to $1.7 billion, versus the $1.53 billion estimate.",evidance-event,https://www.benzinga.com/markets/earnings/26/02/50496416/amkor-technology-reports-strong-q4-results-details?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
6218,AMD Deepens AI Ecosystem With Enosemi Acquisition - Advanced Micro Devices (NASDAQ:AMD),merger/investment/funding,YES,0,evidance-event,Q1 Revenue and EPS Beat,"AMD reported first-quarter revenue and adjusted earnings per share that exceeded analyst expectations, indicating strong current performance. The company also reported a gross margin of 54%.","AMD reported first-quarter revenue of $7.44 billion, up 36%, beating analyst estimates of $7.13 billion.
The chipmaker reported first-quarter adjusted earnings of 96 cents per share, beating analyst estimates of 94 cents per share.
Gross margin came in at 54% in the quarter.",evidance-event,https://www.benzinga.com/trading-ideas/movers/25/05/45664165/amd-deepens-ai-ecosystem-with-enosemi-acquisition
6218,AMD Deepens AI Ecosystem With Enosemi Acquisition - Advanced Micro Devices (NASDAQ:AMD),merger/investment/funding,YES,1,evidance-event,Acquisition of Enosemi,"AMD announced the acquisition of Enosemi, a co-packaged optics developer, to accelerate innovation in AI systems. The financial terms were not disclosed.","Advanced Micro Devices, Inc. (NASDAQ:AMD) announced on Wednesday its acquisition of Enosemi, a move aimed at accelerating co-packaged optics innovation for AI systems.
The financial terms of the deal remain undisclosed.",evidance-event,https://www.benzinga.com/trading-ideas/movers/25/05/45664165/amd-deepens-ai-ecosystem-with-enosemi-acquisition
6218,AMD Deepens AI Ecosystem With Enosemi Acquisition - Advanced Micro Devices (NASDAQ:AMD),merger/investment/funding,YES,2,evidance-event,Q2 Revenue Guidance,"AMD provided second-quarter revenue guidance that is slightly above analyst consensus estimates, suggesting continued top-line growth.","AMD expects second-quarter revenue of approximately $7.4 billion, plus or minus $300 million versus analyst consensus estimate of $7.24 billion.",evidance-event,https://www.benzinga.com/trading-ideas/movers/25/05/45664165/amd-deepens-ai-ecosystem-with-enosemi-acquisition
6218,AMD Deepens AI Ecosystem With Enosemi Acquisition - Advanced Micro Devices (NASDAQ:AMD),merger/investment/funding,YES,3,evidance-event,Q2 Adjusted Gross Margin Guidance,"AMD anticipates a second-quarter adjusted gross margin of 43%, which includes a significant impact from charges related to new export controls.","AMD anticipates a second-quarter adjusted gross margin of 43%, which includes an approximate $800 million impact in charges related to inventory due to new export controls.",evidance-event,https://www.benzinga.com/trading-ideas/movers/25/05/45664165/amd-deepens-ai-ecosystem-with-enosemi-acquisition
16832,Applied Materials and SK hynix Announce Long-Term R&D Partnership to Accelerate AI Memory Innovation at EPIC Center in Silicon Valley,news-event,YES,0,informative,R&D partnership for AI memory,"Applied Materials and SK hynix have formed a long-term collaboration to advance materials engineering and packaging for next-generation DRAM and HBM, crucial for AI development. This partnership will leverage Applied's EPIC Center for accelerated innovation and commercialization.","Applied Materials, Inc. today announced a long-term collaboration agreement with SK hynix Inc. to accelerate the development and deployment of next-generation DRAM and high-bandwidth memory (HBM) essential for AI and high-performance computing.
Engineers from both companies will work side-by-side at Applied’s EPIC Center in Silicon Valley to advance innovation in materials, process integration and 3D advanced packaging as memory architectures move beyond current production nodes.
SK hynix becomes a founding partner of the EPIC Center, building momentum as industry leaders collaborate with Applied ahead of operational readiness this year.",informative,https://www.globenewswire.com/news-release/2026/03/10/3253290/0/en/Applied-Materials-and-SK-hynix-Announce-Long-Term-R-D-Partnership-to-Accelerate-AI-Memory-Innovation-at-EPIC-Center-in-Silicon-Valley.html
16313,Hidden AI Costs? Big Tech Hyperscalers Hold $662 Billion In Off-Balance-Sheet Data Center Leases: Report,news-report,YES,,,(no insights extracted),,,,https://www.benzinga.com/markets/tech/26/02/50881924/hidden-ai-costs-big-tech-hyperscalers-hold-662-billion-in-off-balance-sheet-data-center-leases-repor?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
14421,"JPMorgan CEO Jamie Dimon Visits Palantir — Wall Street Meets The War Room - JPMorgan Chase (NYSE:JPM), Pa",news-report,YES,0,informative,JPMorgan Security Initiative,"JPMorgan launched a $1.5 trillion, 10-year Security and Resiliency Initiative to fortify industries critical to U.S. national security and economic stability, focusing on supply chain, defense, energy, and frontier technologies.","Last October, JPMorgan launched its Security and Resiliency Initiative, a massive $1.5 trillion, 10-year pledge designed to fortify industries critical to U.S. national security and economic stability.",evidance-event,https://www.benzinga.com/markets/large-cap/26/01/49980924/jpmorgan-ceo-jamie-dimon-palantir?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
13333,HAProxy Technologies Announces Availability of HAProxy Community Performance Packages Compiled with AWS-LC,news-event,YES,0,informative,HAProxy Community Performance Packages release,"HAProxy Technologies has released official HAProxy Community Performance Packages compiled with the AWS-LC TLS library, simplifying deployment and offering enhanced multi-threaded performance. This aims to provide users with easier access to high-performance load balancing.","HAProxy Technologies, the company behind the world’s fastest and most widely used software load balancer, today announced the release of HAProxy 3.3 and the immediate availability of official HAProxy Community Performance Packages.
These new install-ready packages are compiled with the high-performance AWS-LC TLS library, providing users with easier deployment and more scalable multi-threaded performance.
With the launch of the official HAProxy Community Performance Packages, users can now install pre-compiled and optimized versions of HAProxy via standard package managers.",informative,https://www.globenewswire.com/news-release/2025/12/17/3206994/0/en/HAProxy-Technologies-Announces-Availability-of-HAProxy-Community-Performance-Packages-Compiled-with-AWS-LC.html
13333,HAProxy Technologies Announces Availability of HAProxy Community Performance Packages Compiled with AWS-LC,news-event,YES,1,informative,HAProxy 3.3 new features,"The release of HAProxy 3.3 includes new features such as Kernel TLS (kTLS) for reduced CPU usage, experimental QUIC support on the backend for HTTP/3, ACME DNS-01 support for TLS certificate automation, and persistent statistics for uninterrupted metrics.","Alongside the performance packages, the newly released HAProxy 3.3 introduces features designed for next-generation application delivery, including:
- Kernel TLS (kTLS): Support for offloading symmetric encryption to the Linux kernel to reduce CPU usage.
- QUIC on the backend (experimental): Enables end-to-end HTTP/3 connectivity from client to server.
- ACME DNS-01 support: Expands ACME integration for TLS certificate automation to validate domain ownership via DNS TXT records.
- Persistent statistics: Allows stats and metrics to be stored in shared memory, preserving them across reloads, and enabling continuous, uninterrupted metrics for dashboards and alerting systems.",DROP,https://www.globenewswire.com/news-release/2025/12/17/3206994/0/en/HAProxy-Technologies-Announces-Availability-of-HAProxy-Community-Performance-Packages-Compiled-with-AWS-LC.html
20567,Infineon Joins NVIDIA's MGX™ AI Factory Ecosystem to Transform Power Delivery Architecture for Next-Gener,news-event,YES,0,informative,Infineon joins NVIDIA AI ecosystem,"Infineon Technologies AG has joined NVIDIA's MGX AI Factory ecosystem to enhance power delivery architecture for AI systems, aiming to improve efficiency and support higher-density deployments.","As part of the NVIDIA MGX AI Factory ecosystem, Infineon supports the complete 800 VDC power conversion flow down to an intermediate bus voltage and core voltage in systems based on NVIDIA MGX, helping to reduce conversion stages and deliver DC power closer to the rack.
This improves power efficiency, simplifies infrastructure, and supports higher-density AI deployments.",informative,https://www.benzinga.com/pressreleases/26/05/n52862753/infineon-joins-nvidias-mgx-ai-factory-ecosystem-to-transform-power-delivery-architecture-for-next-?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
8099,Skydance Media Announces Full Slate of Board Designees for Paramount,news-event,YES,,,(no insights extracted),,,,https://www.benzinga.com/pressreleases/25/08/g46856077/skydance-media-announces-full-slate-of-board-designees-for-paramount
16760,EXCLUSIVE: La Rosa Pivots To AI Infrastructure In Deal With Nvidia Cloud Partner Consensus Core - La Rosa,merger/investment/funding,YES,0,informative,La Rosa to acquire AI infrastructure firm,"La Rosa announced a non-binding letter of intent to acquire Consensus Core Technologies, a provider of AI infrastructure solutions and an Nvidia Cloud Partner, in an all-equity deal that would significantly shift ownership to Consensus stakeholders.","La Rosa on Monday announced that it has entered into a non-binding letter of intent (“LOI”) to acquire 100% of the issued and outstanding equity interests of Consensus Core Technologies, Inc., together with certain of its affiliates and subsidiaries, a provider of critical infrastructure solutions for AI and high-performance computing.
Under the terms of the LOI, the proposed transaction is expected to be structured as an all‑equity exchange, pursuant to which La Rosa would acquire all of Consensus’s equity securities in exchange for newly issued La Rosa shares.
As an Nvidia Corp (NASDAQ:NVDA) Cloud Partner, Consensus delivers a vertically integrated platform that spans the entire AI infrastructure stack.",informative,https://www.benzinga.com/m-a/26/03/51125468/exclusive-la-rosa-pivots-to-ai-infrastructure-in-deal-with-nvidia-cloud-partner-consensus-core?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
16760,EXCLUSIVE: La Rosa Pivots To AI Infrastructure In Deal With Nvidia Cloud Partner Consensus Core - La Rosa,merger/investment/funding,YES,1,informative,La Rosa to build AI data center,"La Rosa has signed a contract to purchase land in Osceola County, Florida, for the construction of a 10,000-square-foot Tier III AI data center to meet demand for high-performance computing.","Separately, the company signed a contract to purchase land in Osceola County, Florida, to build a Tier III AI data center.
The planned 10,000-square-foot facility is designed to support growing demand for high-performance computing and data processing infrastructure.",evidance-event,https://www.benzinga.com/m-a/26/03/51125468/exclusive-la-rosa-pivots-to-ai-infrastructure-in-deal-with-nvidia-cloud-partner-consensus-core?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
16550,Coherent Launches WaveMaker® 4000A for Super C-Band DWDM System Testing,news-event,YES,,,(no insights extracted),,,,https://www.globenewswire.com/news-release/2026/03/04/3249394/11543/en/Coherent-Launches-WaveMaker-4000A-for-Super-C-Band-DWDM-System-Testing.html
18382,Orbital sets date for first test mission to put AI data centers in low Earth orbit,news-event,YES,0,informative,Orbital AI data center test mission,"Orbital announced its first test mission, Orbital-1, scheduled for April 2027, aiming to validate GPU operation in orbit and test AI inference workloads in space.","Its primary goal is to validate sustained GPU operation in orbit, test radiation hardening, and run AI inference workloads commercially in space post-validation.",informative,https://www.globenewswire.com/news-release/2026/04/14/3273430/0/en/Orbital-sets-date-for-first-test-mission-to-put-AI-data-centers-in-low-Earth-orbit.html
18382,Orbital sets date for first test mission to put AI data centers in low Earth orbit,news-event,YES,1,informative,Orbital funding from a16z Speedrun,Orbital has received funding from a16z Speedrun to support its mission of deploying data centers in space.,"Today, the company announced funding from a16z Speedrun to support Orbital-1, the company’s first test mission on its aim of deploying data centers in space.",informative,https://www.globenewswire.com/news-release/2026/04/14/3273430/0/en/Orbital-sets-date-for-first-test-mission-to-put-AI-data-centers-in-low-Earth-orbit.html
18753,AI Demand Drives 30% Vertiv Revenue Growth - Vertiv Holdings (NYSE:VRT),earnings-reporting,YES,0,evidance-event,Vertiv Q1 Revenue and Profit Beat,"Vertiv reported strong first-quarter financial results, exceeding revenue and earnings per share expectations, with significant margin expansion driven by higher volumes and pricing. This indicates robust demand and operational efficiency.","Net sales rose 30% year-over-year (Y/Y) to $2.650 billion, exceeding the $2.627 billion Street consensus.
Adjusted operating profit rose 51% Y/Y to $551 million, with adjusted operating margin expanding 430 bps Y/Y to 20.8%.
Adjusted EPS stood at $1.17, beating the consensus of $1.01.",evidance-event,https://www.benzinga.com/markets/large-cap/26/04/51967230/ai-demand-drives-30-vertiv-revenue-growth?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
18753,AI Demand Drives 30% Vertiv Revenue Growth - Vertiv Holdings (NYSE:VRT),earnings-reporting,YES,1,evidance-event,Vertiv Raises FY26 Guidance,"The company has increased its full-year 2026 adjusted EPS and sales guidance, surpassing analyst consensus estimates, suggesting sustained positive business momentum and confidence in future performance.","For 2026, Vertiv raised FY26 adj EPS guidance from $5.97-$6.07 to $6.30-$6.40 vs consensus of $6.04 estimate and sales outlook from $13.25 billion-$13.75 billion to $13.50 billion-$14.00 billion vs street view of $13.57 billion.",evidance-event,https://www.benzinga.com/markets/large-cap/26/04/51967230/ai-demand-drives-30-vertiv-revenue-growth?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,0,evidance-event,Lyft acquires taxi app,"Lyft has acquired a taxi app from BMW Group and Mercedes-Benz Mobility for €175 million, indicating a strategic move to integrate traditional taxi services.","Lyft, Inc. (NASDAQ:LYFT) announced that it purchased a taxi app from BMW Group and Mercedes-Benz Mobility for €175 million ($197 million) in cash.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,1,evidance-event,Paychex completes Paycor acquisition,"Paychex has finalized its $4.1 billion acquisition of Paycor HCM, a significant consolidation in the payroll and HR software market.","Paychex (NASDAQ:PAYX) closed its $4.1-billion acquisition of payroll and HR software firm Paycor HCM.
The deal was first announced in January.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,2,evidance-event,TPG takes Altus Power private,"TPG has completed its $2.2 billion take-private buyout of Altus Power, a major player in commercial-scale solar in the U.S.","TPG completed its $2.2-billion take-private buyout of Altus Power, the largest owner of commercial-scale solar in the U.S.
Altus Power expects the transaction to officially close within the second quarter.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,3,evidance-event,Futureverse acquires Candy Digital,"Metaverse company Futureverse has acquired NFT startup Candy Digital, signaling continued activity and consolidation in the digital collectibles space.",Axios broke the news that a New Zealand-based metaverse company called Futureverse acquired NFT startup Candy Digital.,evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,4,evidance-event,Infinite Reality to buy Touchcast,"Infinite Reality, valued at $15 billion, has agreed to acquire AI company Touchcast for $500 million, following its recent acquisition of Napster.","Infinite Reality, which boasts a $15-billion valuation, agreed to buy agentic AI company Touchcast for $500 million.
Last month, Infinitie Reality acquired digital music innovator Napster for $207 million.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,5,evidance-event,Partners Group divesting Telepass stake,"Partners Group is selling a 49% stake in Italian toll road business Telepass, which it acquired in 2021, while the Benetton family retains majority control.","Bloomberg also reports that Zurich-based Partners Group is divesting a 49% stake in Italian toll road business Telepass.
It first purchased the stake in 2021.
Italy's Benetton family maintains control with a 51% stake.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
6369,"Constellation Energy and Meta Strike Nuclear Deal, Shares Whipsaw",news-event,YES,0,evidance-event,Constellation Energy signs 20-year PPA with Meta,"Constellation Energy has signed a 20-year power purchase agreement with Meta Platforms for over 1.1 GW of nuclear energy, allowing its Clinton Clean Energy Center to continue operating beyond mid-2027. This deal replaces previous public support and secures the plant's future, though financial details are undisclosed, creating uncertainty about compensation increases. The agreement allows Constellation to explore expansion at the Clinton site with potential Meta partnership.","Meta and Constellation have announced the signing of a 20-year power purchase agreement (PPA), which covers over 1.1 gigawatts (GW) of nuclear energy.
The agreement would allow Constellation’s Clinton Clean Energy Center to continue operating.
The company slated the plant to close in mid-2027, when Illinois’ Future Energy Jobs Act was set to end its financial support.
The agreement with Meta essentially replaces this public support, which was being paid for by Illinois utility customers.
Thus, until the details become clear, little changes for Constellation’s financial prospects.
Another positive is the fact that with this deal done, Constellation is now looking to add more capacity at the Clinton site.",evidance-event,https://www.investing.com/analysis/constellation-energy-and-meta-strike-nuclear-deal-shares-whipsaw-200661725
6369,"Constellation Energy and Meta Strike Nuclear Deal, Shares Whipsaw",news-event,YES,1,informative,Meta seeks to add nuclear generation capacity,"Meta Platforms is actively seeking to add 1 to 4 GW of nuclear generation capacity in the United States starting in the early 2030s, indicating a significant long-term commitment to nuclear energy to meet its clean energy goals.","Meta wants to add 1 to 4 GW of nuclear generation capacity in the United States, starting in the early 2030s.",informative,https://www.investing.com/analysis/constellation-energy-and-meta-strike-nuclear-deal-shares-whipsaw-200661725
6369,"Constellation Energy and Meta Strike Nuclear Deal, Shares Whipsaw",news-event,YES,2,informative,Meta purchases clean energy attributes,"Meta is purchasing the 'clean energy attributes' from Constellation's Clinton plant, not directly powering its data centers, as part of its commitment to match 100% of its electricity use with clean and renewable energy.",Meta is purchasing the plant’s clean energy attributes as part of its commitment to match 100% of its electricity use with clean and renewable energy.,informative,https://www.investing.com/analysis/constellation-energy-and-meta-strike-nuclear-deal-shares-whipsaw-200661725
18179,Digital Realty Targets Nearly S$7 Billion Investment to Strengthen Singapore as Asia Pacific AI Hub,news-event,YES,0,informative,AI Hub Investment,"Digital Realty is targeting nearly S$7 billion in investment in Singapore to bolster its role as an AI infrastructure hub for Asia Pacific, with a significant portion allocated to new data center developments.","Digital Realty (NYSE: DLR), the world's largest cloud- and carrier-neutral data center platform, today announced it is targeting nearly S$7 billion of total investment in Singapore, reinforcing the market's critical role as an AI infrastructure hub for Asia Pacific, with more than S$4.3 billion planned for new data center developments, building on existing investments.",informative,https://www.globenewswire.com/news-release/2026/04/09/3270664/0/en/Digital-Realty-Targets-Nearly-S-7-Billion-Investment-to-Strengthen-Singapore-as-Asia-Pacific-AI-Hub.html
18179,Digital Realty Targets Nearly S$7 Billion Investment to Strengthen Singapore as Asia Pacific AI Hub,news-event,YES,1,informative,Innovation Lab Launch,"Digital Realty plans to launch an innovation lab in Singapore in the second half of 2026 to support customers in developing, testing, and validating AI and hybrid cloud solutions.","In the second half of 2026, Digital Realty expects to launch a Digital Realty Innovation Lab (DRIL) at its Loyang facility, aiming to provide customers with a fully supported environment to develop, test, and validate AI and hybrid cloud solutions prior to wider deployment.",informative,https://www.globenewswire.com/news-release/2026/04/09/3270664/0/en/Digital-Realty-Targets-Nearly-S-7-Billion-Investment-to-Strengthen-Singapore-as-Asia-Pacific-AI-Hub.html
5791,ClassOne Technology and IBM Research Jointly Developing Non-NMP Solvent Processing for Semiconductor Manufacturing,news-event,YES,0,informative,Joint development agreement,"ClassOne Technology and IBM Research have signed a joint development agreement to create non-NMP solvent processing solutions for advanced semiconductor manufacturing, leveraging their combined expertise.","The two companies will leverage their respective semiconductor chemistry expertise to create innovative solvent solutions for a range of advanced semiconductor and packaging process applications.
The focus of the joint project will be to develop best known methods (BKMs) for non-NMP solvent processing in manufacturing IBM semiconductor devices.",informative,https://www.globenewswire.com/news-release/2025/05/14/3081167/0/en/ClassOne-Technology-and-IBM-Research-Jointly-Developing-Non-NMP-Solvent-Processing-for-Semiconductor-Manufacturing.html
13037,EIB and STMicroelectronics announce €1 billion agreement to boost Europe’s competitiveness and strategic autonomy,news-event,YES,0,evidance-event,EIB financing for STMicroelectronics,"The European Investment Bank (EIB) and STMicroelectronics have signed a €500 million financing agreement, which is the first tranche of a broader €1 billion credit line, to support R&D and high-volume chip manufacturing in Italy and France.","EIB and STMicroelectronics announce €1 billion agreement to boost Europe’s competitiveness and strategic autonomy
First €500 million tranche signed to support acceleration of R&D and high-volume chip manufacturing in Italy and France.
The European Investment Bank (EIB) and STMicroelectronics (NYSE:STM, “ST”) have signed a €500 million financing agreement to boost Europe’s competitiveness and strategic autonomy.",evidance-event,https://www.globenewswire.com/news-release/2025/12/11/3203633/0/en/EIB-and-STMicroelectronics-announce-1-billion-agreement-to-boost-Europe-s-competitiveness-and-strategic-autonomy.html
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,0,informative,CEO Transition,"Photronics announced the retirement of its CEO, Frank Lee, and appointed George Makrokostas as the new CEO, effective immediately, as part of a succession plan. This is a material leadership change for the company.","CEO Transition: Frank Lee announced retirement from the CEO role, with George Makrokostas appointed as the new CEO effective immediately.
On behalf of the board and the entire company, I wish to thank you for your twenty years of dedication to Photronics, including the last three years as CEO.",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,1,evidance-event,Q2 Revenue and Guidance,"Photronics reported Q2 revenue of $211 million, which was flat sequentially and down 3% year-over-year, meeting its guidance. However, the company provided cautious guidance for Q3, expecting revenue between $200-$208 million, indicating a sequential decline.","Total Revenue: $211 million, flat sequentially and down 3% year over year compared to Q2 FY2024, landing within guidance.
Guidance: Q3 FY2025 expected revenue of $200–$208 million",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,2,evidance-event,Mainstream IC Demand Weakness,"The company continues to experience significant weakness in its mainstream IC revenue, which declined 6% year-over-year, driven by low wafer fab utilization and weakness in older design nodes. Recovery is not expected until late 2026.","Mainstream IC Revenue: Declined 6% year over year, with the steepest fall in photomasks for the oldest generation nodes; partially offset by migration to smaller geometries requiring higher value photomasks.
Management stated that mainstream IC demand remains weak due to low wafer fab utilization, with recovery not expected until ""even later in 2026.",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,3,evidance-event,Capital Expenditures,"Photronics spent $61 million on capital expenditures in Q2, supporting US capacity expansion, and remains on track to spend $200 million for FY2025, with expectations for CapEx to normalize in FY2026.","Capital Expenditures: $61 million in capital expenditures, supporting US capacity expansion; CapEx is on track to reach $200 million for FY2025.
Based on current investment plans, we estimate that our CapEx in fiscal 2026 will normalize from elevated fiscal 2025 levels.",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,4,evidance-event,Share Repurchases,"Photronics repurchased $72 million worth of shares in Q2, reflecting confidence in the company's long-term health, with $23 million remaining under the current authorization.","Share Repurchases: $72 million spent to buy back 3.6 million shares, with $23 million remaining under the repurchase authorization.
This is a significant endorsement of our confidence in the long-term health of Photronics, and we will remain strategic with respect to future share repurchases.",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
5329,Is Palantir Stock a Buy Now? | The Motley Fool,recap/review,NO,0,evidance-event,Earnings growth,"The company reported substantial earnings growth, driven by larger contracts from existing customers, suggesting improved unit economics.","Even better, Palantir's earnings grew at a much stronger pace of 75% from the year-ago period.
This isn't surprising as bigger contracts from existing customers mean that the company doesn't need to spend more money on gaining new business from them, which contributes toward positive unit economics.",evidance-event,https://www.fool.com/investing/2025/04/27/is-palantir-stock-a-buy-now/?source=iedfolrf0000001
18829,"Cramer Names 'The Stocks That Got Away' — SanDisk Is Number 1 - CoreWeave (NASDAQ:CRWV), Micron Technolog",recap/review,NO,,,(no insights extracted),,,,https://www.benzinga.com/markets/tech/26/04/52013521/cramer-names-the-stocks-that-got-away-sandisk-is-number-1?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
9700,The Most Upgraded Stocks in Q3: Good News for the S&P 500,recap/review,NO,,,(no insights extracted),,,,https://www.investing.com/analysis/the-most-upgraded-stocks-in-q3-good-news-for-the-sp-500-200667152
6095,Why I'm Not Selling MercadoLibre After a 100% Gain | The Motley Fool,recap/review,NO,,,(no insights extracted),,,,https://www.fool.com/investing/2025/05/23/why-im-not-selling-mercadolibre-after-a-100-gain/?source=iedfolrf0000001
11610,Forget Hyperscalers: Why Dell's AI Server Business Just Keeps Growing | The Motley Fool,recap/review,NO,0,evidance-event,IREN deal for Dell equipment,"Dell Technologies will supply $5.8 billion of equipment to IREN, which is expanding cloud capacity for Microsoft's AI services. This is a significant order that highlights the booming demand for Dell's AI servers.","The press release stated that IREN will buy $5.8 billion of Dell's equipment to support its services to Microsoft.
This deal with IREN is just the latest example of how Dell's AI server business is absolutely booming, leading to strong gains for Dell Technologies stock in recent years.",evidance-event,https://www.fool.com/investing/2025/11/07/forget-hyperscalers-why-dells-ai-server-business-j/?source=iedfolrf0000001
11610,Forget Hyperscalers: Why Dell's AI Server Business Just Keeps Growing | The Motley Fool,recap/review,NO,1,evidance-event,Dell AI server shipments increase,"Dell is significantly increasing its shipment volume of AI-optimized servers, shipping more in the first half of fiscal 2026 than in all of fiscal 2025, demonstrating its ability to scale production to meet surging demand.","In fact, it shipped more in the first half of its fiscal 2026 than it shipped in all of its fiscal 2025.",evidance-event,https://www.fool.com/investing/2025/11/07/forget-hyperscalers-why-dells-ai-server-business-j/?source=iedfolrf0000001
11610,Forget Hyperscalers: Why Dell's AI Server Business Just Keeps Growing | The Motley Fool,recap/review,NO,2,evidance-event,Dell Q2 FY26 revenue growth,"Dell reported a 19% year-over-year increase in second-quarter revenue, driven by AI-optimized servers, which is a strong positive indicator for the company's growth trajectory.",Demand for AI-optimized servers is contributing to Dell's stellar growth rate -- second-quarter revenue was up 19% year over year.,evidance-event,https://www.fool.com/investing/2025/11/07/forget-hyperscalers-why-dells-ai-server-business-j/?source=iedfolrf0000001
16774,Nvidia Sold All of Its Applied Digital Stock. Should You Follow Suit? | The Motley Fool,recap/review,NO,0,evidance-event,Nvidia sells Applied Digital stake,"Nvidia, a major investor, has completely divested its stake in Applied Digital, a data center operator. This action, while potentially concerning, is presented as a portfolio adjustment by Nvidia, which has made similar moves with other investments.","However, Nvidia recently sold its entire stake in the data center operator, which seems like a huge red flag.
As of the end of the third quarter, Nvidia owned around 7.7 million shares of Applied Digital, a stake valued at about $177 million at the time.
However, it sold all of those shares during Q4.",evidance-event,https://www.fool.com/investing/2026/03/09/nvidia-sold-all-of-its-applied-digital-stock-shoul/?source=iedfolrf0000001
