article_id,published_et,market_date,primary_ticker,more_tickers,category,vix,sp500_mae_10d_pct,nasdaq_mae_10d_pct,title
8939,2025-08-29 11:48,2025-08-29,NVDA,AMD|PLTR|INTC,real news,15.36,0.48,0.693,China Doesn’t Need Nvidia: Alibaba’s Chip Challenges Washington - Alibaba Gr Hldgs (NYSE:BABA)
8980,2025-09-01 00:30,2025-08-29,NOK,,real news,15.36,0.48,0.693,"Nokia upgrades Vortex’s IP edge and transport network to enhance broadband services across Maharashtra, Goa and Gujarat"
8993,2025-09-01 16:00,2025-08-29,FLEX,,real news,15.36,0.48,0.693,HatchPath Announces New HSA and FSA Eligibility for All Clients
8996,2025-09-01 22:00,2025-08-29,NOK,,real news,15.36,0.48,0.693,Nokia partners with Extreme Broadband to improve security and future-proof data centers in Malaysia
9001,2025-09-02 05:06,2025-09-02,AMZN,,real news,17.17,0.552,0.772,"Amazon Invests $4.4 Billion In New Zealand Cloud Infrastructure, Bolsters Global Expansion - Amazon.com ("
9024,2025-09-03 04:00,2025-09-03,AMZN,FLEX,real news,16.35,0.552,0.729,WeightWatchers Advances International Growth With Strategic Leadership Appointment
9027,2025-09-03 04:00,2025-09-03,AMZN,FLEX,real news,16.35,0.552,0.729,WeightWatchers treibt internationales Wachstum mit strategischer Verstärkung im Führungsteam voran
9052,2025-09-03 12:00,2025-09-03,GOOG,GOOGL|MSFT,real news,16.35,0.552,0.729,AI Assistants Go Mobile: Comscore Reports Surge in Mobile AI Tool Usage
9067,2025-09-04 02:05,2025-09-04,AMD,AMZN,real news,15.3,0.609,0.76,ITS launches Single Stock ETF on shares of seven leading U.S. companies
9080,2025-09-04 05:00,2025-09-04,NVDA,,real news,15.3,0.609,0.76,WeRide Launches 24/7 Fully Driverless Robotaxi Service in Guangzhou's Huangpu District
9105,2025-09-04 08:47,2025-09-04,AMZN,MSFT,real news,15.3,0.609,0.76,Amazon Steps Up Its Game In The AI Agent Race With New 'Quick Suite' Software: Report - Amazon.com (NASDA
9108,2025-09-04 09:00,2025-09-04,NOW,,real news,15.3,0.609,0.76,Covasant Launches AI Agent Control Tower to Bring Order to the Chaotic Enterprise AI Landscape
9123,2025-09-04 09:35,2025-09-04,CRDO,,real news,15.3,0.609,0.76,Credo Posts Record Q1 Profit Surge | The Motley Fool
9125,2025-09-04 10:23,2025-09-04,AI,AMZN|GOOG|GOOGL|MSFT,real news,15.3,0.609,0.76,C3.ai Reports 19% Revenue Fall in Q1 | The Motley Fool
9127,2025-09-04 11:00,2025-09-04,CIEN,COHR,real news,15.3,0.609,0.76,Ciena Sets Q3 Order and Revenue Records
9128,2025-09-04 16:15,2025-09-04,AVGO,,real news,15.3,0.609,0.76,Broadcom Inc. Announces Third Quarter Fiscal Year 2025 Financial Results and Quarterly Dividend - Broadco
9135,2025-09-04 17:18,2025-09-04,PATH,,real news,15.3,0.609,0.76,UiPath Revenue Jumps 15% in Fiscal Q2 | The Motley Fool
9218,2025-09-08 04:00,2025-09-08,AMZN,MSFT|HPQ,real news,15.11,0.469,0.587,Margaret Dawson prend la tête de la Direction marketing de SUSE
9221,2025-09-08 04:00,2025-09-08,AMZN,MSFT|HPQ,real news,15.11,0.469,0.587,SUSE Appoints Margaret Dawson as Chief Marketing Officer
9227,2025-09-08 07:00,2025-09-08,QCOM,,real news,15.11,0.469,0.587,"ECARX Powers Launch of Lynk & Co 10 EM-P, Integrating Pikes® Computing Platform"
9244,2025-09-08 14:12,2025-09-08,GOOG,GOOGL,real news,15.11,0.469,0.587,"Google Meet Outage Reported: What To Know - Alphabet (NASDAQ:GOOG), Alphabet (NASDAQ:GOOGL)"
9248,2025-09-08 16:00,2025-09-08,GEV,,real news,15.11,0.469,0.587,GE Vernova Stock Climbs On Dublin Bay Power Plant Modernization Deal - GE Vernova (NYSE:GEV)
9269,2025-09-09 06:00,2025-09-09,NVDA,,real news,15.04,0.448,0.602,Scintil Photonics Raises $58M to Scale Integrated Photonics for AI Factories
9291,2025-09-09 12:00,2025-09-09,GOOG,GOOGL|TEL,real news,15.04,0.448,0.602,XM Cyber Delivers Innovative Security Solutions for Digital Resilience with Google Cloud
9295,2025-09-09 13:53,2025-09-09,DELL,,real news,15.04,0.448,0.602,What's Going On With Dell Technologies Stock Tuesday? - Dell Technologies (NYSE:DELL)
9303,2025-09-09 17:00,2025-09-09,PLTR,,real news,15.04,0.448,0.602,Liberty Appoints Anjana Rajan to Strategic Advisory Board and Announces Repricing of Warrants
9316,2025-09-10 00:01,2025-09-10,TSM,,real news,15.35,0.435,0.56,Efinix®、Titanium® 製品ラインを倍増
9309,2025-09-10 00:01,2025-09-10,TSM,,real news,15.35,0.435,0.56,Efinix® Doubles Titanium Product Line
9331,2025-09-10 07:30,2025-09-10,NOK,,real news,15.35,0.435,0.56,U.S. PQFIF Highlights BTQ's QSSN for Post-Quantum Digital Money; QuINSA Unanimously Advances QSSN as a Gl
9392,2025-09-11 12:10,2025-09-11,AMD,ORCL|NVDA,real news,14.71,0.496,0.611,Absci Boosts AI-Powered Drug Discovery With Oracle And AMD Collaboration - Absci (NASDAQ:ABSI)
9408,2025-09-11 14:05,2025-09-11,AMZN,MSFT,real news,14.71,0.496,0.611,Rubrik Revenue Jumps 51% in Fiscal Q2 | The Motley Fool
9405,2025-09-11 16:19,2025-09-11,ADBE,,real news,14.71,0.496,0.611,Adobe Stock Climbs On Record Q3 Revenue And More - Adobe (NASDAQ:ADBE)
9404,2025-09-11 16:58,2025-09-11,NVDA,SMCI,real news,14.71,0.496,0.611,SMCI Stock Climbs On Shipments Of NVIDIA Blackwell Solutions - Super Micro Computer (NASDAQ:SMCI)
9416,2025-09-11 18:30,2025-09-11,ADBE,,real news,14.71,0.496,0.611,Adobe Reports Record Q3 Revenue | The Motley Fool
9542,2025-09-16 03:00,2025-09-16,NOK,,real news,16.36,0.397,0.506,InterLAN supercharges network across Europe with Nokia’s advanced IP routing solutions
9537,2025-09-16 03:00,2025-09-16,AMZN,KEYS,real news,16.36,0.397,0.506,"Jitterbit’s bahnbrechende Agentic AI vereint intelligente Apps, Agenten und Datenautomatisierung in einer Plattform"
9573,2025-09-16 05:10,2025-09-16,INTC,,real news,16.36,0.397,0.506,Intel Targets Lower Spending With Altera Sale Complete | The Motley Fool
9570,2025-09-16 09:06,2025-09-16,GOOG,GOOGL|IBM|CSCO,real news,16.36,0.397,0.506,Experiential Agency George P. Johnson Expands Creative Capabilities with Acquisition of Miami-Based Agenc
9569,2025-09-16 09:29,2025-09-16,GEV,,real news,16.36,0.397,0.506,What's Going On With GE Vernova Stock Tuesday? - GE Vernova (NYSE:GEV)
9574,2025-09-16 09:50,2025-09-16,CRWD,,real news,16.36,0.397,0.506,"What's Going On With CrowdStrike Stock Tuesday? - Salesforce (NYSE:CRM), CrowdStrike Holdings (NASDAQ:CRW"
9585,2025-09-16 13:29,2025-09-16,AMZN,,real news,16.36,0.397,0.506,What's Going On With Freight Technologies Stock Tuesday? - Freight Technologies (NASDAQ:FRGT)
9603,2025-09-17 02:45,2025-09-17,STM,,real news,15.72,0.355,0.436,STMicroelectronics introduit la prochaine génération de la technologie d’assemblage de puces avec une nouvelle ligne pilote PLP à Tours
9604,2025-09-17 02:45,2025-09-17,STM,,real news,15.72,0.355,0.436,"STMicroelectronics to advance next-generation chip manufacturing technology with new PLP pilot line in Tours, France"
9613,2025-09-17 04:52,2025-09-17,FLEX,,real news,15.72,0.355,0.436,Job&Talent strengthens Board of Directors to drive next phase of AI-led growth
9618,2025-09-17 05:55,2025-09-17,NVDA,,real news,15.72,0.355,0.436,"China Bans Nvidia Chip Purchases For Major Tech Firms, Stock Falls In Wednesday Pre-Market - Alibaba Gr H"
9620,2025-09-17 06:00,2025-09-17,HPE,INTC|NOK,real news,15.72,0.355,0.436,Nokia announces changes to its leadership team and the creation of Technology and AI and Corporate Development Organizations
9619,2025-09-17 06:00,2025-09-17,HPE,INTC|NOK,real news,15.72,0.355,0.436,Nokia ilmoittaa muutoksista johtoryhmän kokoonpanossa sekä muodostaa uudet Teknologia ja tekoäly sekä Strategia ja kehitys -organisaatiot
9658,2025-09-17 14:56,2025-09-17,AVGO,,real news,15.72,0.355,0.436,Lloyds Banking Group breidt strategisch partnerschap met Broadcom uit om digitale transformatie te versnellen
9657,2025-09-17 14:56,2025-09-17,AVGO,,real news,15.72,0.355,0.436,Lloyds Banking Group développe son partenariat stratégique avec Broadcom en vue d’accélérer la transformation numérique
9661,2025-09-17 14:56,2025-09-17,AVGO,DELL,real news,15.72,0.355,0.436,Lloyds Banking Group estende la partnership strategica con Broadcom per accelerare la trasformazione digitale
9662,2025-09-17 14:56,2025-09-17,AVGO,,real news,15.72,0.355,0.436,Lloyds Banking Group weitet strategische Partnerschaft mit Broadcom zur Beschleunigung der digitalen Transformation aus
9671,2025-09-17 21:30,2025-09-17,META,,real news,15.72,0.355,0.436,EssilorLuxottica: EssilorLuxottica and Meta build on their successful partnership with new AI glasses that offer a glimpse into the future
9696,2025-09-18 15:00,2025-09-18,NVDA,,real news,15.7,0.318,0.432,NVIDIA Announces £2 Billion Investment in the United Kingdom AI Startup Ecosystem
9701,2025-09-18 16:01,2025-09-18,TXN,,real news,15.7,0.318,0.432,"TI increases dividend 4% to $1.42 per share, marking 22 consecutive years of increases - Texas Instrument"
9708,2025-09-18 16:33,2025-09-18,INTC,NVDA,real news,15.7,0.318,0.432,"Intel Stock's Best Day Ever, Nvidia Will Be 'Very Large' Customer - Intel (NASDAQ:INTC)"
9713,2025-09-19 09:00,2025-09-19,NVDA,,real news,15.45,0.311,0.5,Cloudastructure Launches MotionGi to Redefine Video Processing Efficiency
9719,2025-09-19 11:06,2025-09-19,ARM,NVDA,real news,15.45,0.311,0.5,"SoftBank, OpenAI Joint Venture Start Slips Past Schedule - SOFTBANK GRP UNSP/ADR by Softbank Group Corp ("
9732,2025-09-22 03:03,2025-09-22,INTC,MU|NVDA|AMD,real news,16.1,0.334,0.524,"Nvidia Greenlights Samsung's AI Chip Technology, Sets Stage For HBM4 Battle: Report - Intel (NASDAQ:INTC)"
9740,2025-09-22 09:39,2025-09-22,IBM,CRWD,real news,16.1,0.334,0.524,Why Is Accenture Stock Gaining Monday? - Accenture (NYSE:ACN)
9751,2025-09-22 16:43,2025-09-22,NVDA,,real news,16.1,0.334,0.524,Nvidia Stock Climbs On $100 Billion Deal To Supercharge OpenAI - NVIDIA (NASDAQ:NVDA)
9752,2025-09-23 08:30,2025-09-23,NOW,,real news,16.64,0.365,0.582,"Blue Mantis Acquires Coreio Inc., Expanding ServiceNow Capabilities, Nearshore Delivery and Canadian Mark"
9753,2025-09-23 09:03,2025-09-23,GOOG,GOOGL,real news,16.64,0.365,0.582,"Google Fights Antitrust Trial To Avoid Ad Tech Breakup: 'Too Great A Risk,' Says DOJ - Alphabet (NASDAQ:G"
9758,2025-09-23 09:04,2025-09-23,AMZN,,real news,16.64,0.365,0.582,"Amazon Sues New York State Over New Labor Law, Citing 'Unconstitutional Power Grab' - Amazon.com (NASDAQ:"
9778,2025-09-23 15:02,2025-09-23,INTC,MSFT|NVDA|ORCL|SMCI,real news,16.64,0.365,0.582,Nvidia: $100B OpenAI Deal Reinforces Its Role as the Core AI Infrastructure Provid
9770,2025-09-23 16:34,2025-09-23,BBAI,,real news,16.64,0.365,0.582,BigBear.ai Stock Roars Back On Military AI Demo - BigBear.ai Holdings (NYSE:BBAI)
9771,2025-09-23 23:30,2025-09-23,AMAT,GFS,real news,16.64,0.365,0.582,Applied Materials and GlobalFoundries Partner to Accelerate AI-Powered Photonics
9774,2025-09-24 01:10,2025-09-24,INTC,,real news,16.18,0.368,0.612,Himax WiseEye Ultralow Power AI Sensing Technology Adopted in Acer’s New Ultra-Thin and Lightweight AI PC
9773,2025-09-24 03:00,2025-09-24,NOK,,real news,16.18,0.368,0.612,Nokia and Boldyn Networks power the future of mining at Callio Pyhäjärvi with private 5G network
9777,2025-09-24 06:00,2025-09-24,NOK,,real news,16.18,0.368,0.612,Nokia and Microscan partner to build high-capacity metro and regional optical network in Western India
9793,2025-09-24 09:10,2025-09-24,AMZN,NVDA|SMCI,real news,16.18,0.368,0.612,Alibaba Balances E-Commerce Strength With AI Leadership to Reinvent Valuation
9796,2025-09-25 04:32,2025-09-25,JBL,,real news,16.74,0.331,0.591,"Earnings Scheduled For September 25, 2025 - Accenture (NYSE:ACN), BlackBerry (NYSE:BB)"
9801,2025-09-25 09:00,2025-09-25,INTC,MSFT|NVDA,real news,16.74,0.331,0.591,"Corintis raises $24M to target the next AI bottleneck, and collaborates with Microsoft for chip cooling breakthrough"
9802,2025-09-25 09:00,2025-09-25,MSFT,,real news,16.74,0.331,0.591,Napster Partners with Microsoft on Implementation of Azure AI Foundry
9818,2025-09-25 09:20,2025-09-25,IBM,SMCI,real news,16.74,0.331,0.591,IBM Stock Momentum Reflects Growing Conviction in Quantum Revenue Streams
9814,2025-09-25 14:07,2025-09-25,AMZN,META,real news,16.74,0.331,0.591,Amazon Settles FTC Prime Lawsuit For $2.5 Billion - Amazon.com (NASDAQ:AMZN)
9819,2025-09-25 16:56,2025-09-25,META,,real news,16.74,0.331,0.591,Verizon to be the first carrier to offer the new AI-powered Meta Ray-Ban Display glasses
9822,2025-09-25 19:08,2025-09-25,NVDA,ORCL,real news,16.74,0.331,0.591,OpenAI's $850 Billion Build-Out Needs Power Of 17 Nuclear Plants - Oracle (NYSE:ORCL)
9825,2025-09-26 06:46,2025-09-26,MSFT,,real news,15.29,0.385,0.591,"Microsoft Partially Disables Services For Israeli Military Unit Amid Surveillance Allegations, Pro-Palest"
9923,2025-09-29 11:51,2025-09-29,GOOG,GOOGL|MSFT,real news,16.12,0.36,0.545,Rezolve Ai Rejects Fuzzy Panda's Misleading Report – Exposes Self-Serving Attempt to Drive Misinformation
9927,2025-09-29 17:00,2025-09-29,AMZN,MU,real news,16.12,0.36,0.545,"Viomi Celebrates 7th Nasdaq Anniversary with New Brand Campaign and U.S. Launch of AI Alkaline Mineral Water Purifier, MASTER M1"
9942,2025-09-30 07:00,2025-09-30,QCOM,,real news,16.28,0.384,0.569,Lantronix Launches EdgeFabric.ai Visual Orchestration Platform to Accelerate Edge AI Deployment
9947,2025-09-30 10:00,2025-09-30,DELL,,real news,16.28,0.384,0.569,Presidio Appoints Paula Cipollone Chief Transformation Officer
9961,2025-09-30 12:38,2025-09-30,META,NVDA|MSFT|SMCI,real news,16.28,0.384,0.569,CoreWeave Deepens AI Moat With $14.2B Meta Deal After OpenAI Expansion
9960,2025-09-30 13:00,2025-09-30,HPQ,,real news,16.28,0.384,0.569,"Notre Dame de Namur University Announces Two New Members to Its Board of Trustees – Nandini Nayak, PhD and Nicole Nielsen"
9980,2025-09-30 17:33,2025-09-30,META,,real news,16.28,0.384,0.569,Stock Market Today: Snap Declines on Neutral Analyst Outlook | The Motley Fool
9975,2025-10-01 02:45,2025-10-01,KEYS,,real news,16.29,0.405,0.578,InstrumentiX secures Keysight Technologies investment to advance trading infrastructure monitoring worldwide
9982,2025-10-01 04:59,2025-10-01,AMZN,,real news,16.29,0.405,0.578,Nova Klúbburinn hf.: Sylvía tekin við sem forstjóri Nova
10007,2025-10-01 09:48,2025-10-01,META,NVDA,real news,16.29,0.405,0.578,Meta To Acquire Rivos To Power AI Ambitions: Report - Meta Platforms (NASDAQ:META)
10014,2025-10-01 15:29,2025-10-01,AMZN,,real news,16.29,0.405,0.578,Dalfen Industrial Expands Florida Footprint with Acquisition of Prime Infill Property in Miami Lakes
10073,2025-10-02 17:13,2025-10-02,AMAT,,real news,16.63,0.37,0.523,Applied Materials Stock Is Sliding After Hours: Here's Why - Applied Materials (NASDAQ:AMAT)
10076,2025-10-02 18:18,2025-10-02,IBM,,real news,16.63,0.37,0.523,"Datavault AI Converts $13.3 Million in Convertible Debt, Strengthens Balance Sheet"
10082,2025-10-02 19:55,2025-10-02,QCOM,,real news,16.63,0.37,0.523,Penyelesaian Dron Lantronix Edge AI Mengintegrasikan Platform Gremsy dan Teledyne FLIR untuk Masa Penerbangan yang Lebih Lama dan Lebih Cekap
10077,2025-10-02 19:55,2025-10-02,QCOM,,real news,16.63,0.37,0.523,"Edge-AI-Drohnenlösung von Lantronix integriert FLIR-Plattformen von Gremsy und Teledyne für längere, effizientere Flugzeiten"
10079,2025-10-02 19:55,2025-10-02,QCOM,,real news,16.63,0.37,0.523,Lantronix 边缘 AI 无人机解决方案集成 Gremsy 与 Teledyne FLIR 平台，实现更长续航与更高效飞行
10081,2025-10-02 19:55,2025-10-02,QCOM,,real news,16.63,0.37,0.523,ラントロニクス、エッジAIドローンソリューションにグレムジーおよびテレダインFLIRのプラットフォームを統合し、より長く効率的な飛行時間を実現
10080,2025-10-02 19:55,2025-10-02,QCOM,,real news,16.63,0.37,0.523,Lantronix 邊緣 AI 無人機解決方案整合 Gremsy 與 Teledyne FLIR 平台，實現高效能長航時
10084,2025-10-02 19:55,2025-10-02,QCOM,,real news,16.63,0.37,0.523,"랜트로닉스 (Lantronix), 그렘시·텔레다인 FLIR 플랫폼 통합한 엣지 AI 드론 솔루션 출시"
10101,2025-10-03 09:21,2025-10-03,GOOG,GOOGL|ORCL,real news,16.65,0.349,0.479,"Oracle Customers Targeted In Extortion Scheme Following Major Hacking Campaign - Alphabet (NASDAQ:GOOG),"
10116,2025-10-03 16:04,2025-10-03,ACLS,VECO,real news,16.65,0.349,0.479,"Deal Dispatch: This Week's Major Auctions Include Stellantis, Snyk - Axcelis Technologies (NASDAQ:ACLS)"
10121,2025-10-03 19:17,2025-10-03,AMZN,,real news,16.65,0.349,0.479,Mactores Signs Strategic AWS Partnership to Accelerate Enterprise GenAI Adoption by 80%
10122,2025-10-04 03:12,2025-10-03,NVDA,CBRS|AVGO|MRVL,real news,16.65,0.349,0.479,Nvidia Competitor Cerebras Shelves IPO Plans Days After Touching $8 Billion Valuation - NVIDIA (NASDAQ:NV
10191,2025-10-06 07:00,2025-10-06,AMD,MSFT,real news,16.37,0.337,0.48,AMD and OpenAI Announce Strategic Partnership to Deploy 6 Gigawatts of AMD GPUs
10196,2025-10-06 08:20,2025-10-06,AMD,AVGO|NVDA,real news,16.37,0.337,0.48,Why Is AMD Stock Skyrocketing Monday? - Advanced Micro Devices (NASDAQ:AMD)
10201,2025-10-06 10:44,2025-10-06,AMD,NVDA|SMCI,real news,16.37,0.337,0.48,AMD-OpenAI Partnership Redefines AI Infrastructure Competition Beyond Nvidia | Investing.com
10223,2025-10-06 16:01,2025-10-06,GOOG,GOOGL|MSFT|NVDA|PLTR,real news,16.37,0.337,0.48,Hobart Private Capital Expands AI Exposure With New Stake in AIQ ETF | The Motley Fool
10234,2025-10-07 04:30,2025-10-07,AMZN,CRWD|MSFT|S,real news,17.24,0.32,0.453,Pax8 Unveils Transformational Agent Store
10245,2025-10-07 08:00,2025-10-07,APLD,,real news,17.24,0.32,0.453,Applied Digital and Macquarie Asset Management Execute First Funding Milestone in $5.0 Billion AI Infrastructure Partnership
10249,2025-10-07 10:00,2025-10-07,NOK,,real news,17.24,0.32,0.453,Nokia unveils world’s first 50G PON solution for post-quantum enterprise connectivity
10252,2025-10-07 10:13,2025-10-07,IBM,AMD,real news,17.24,0.32,0.453,Why IBM Shares Are Seeing Blue Skies On Tuesday? - IBM (NYSE:IBM)
10277,2025-10-08 04:00,2025-10-08,MSFT,,real news,16.3,0.348,0.531,Talkdesk expands global footprint with new India office
10279,2025-10-08 04:48,2025-10-08,ARM,INTC,real news,16.3,0.348,0.531,Softbank Takes Over ABB Robotics In A $5.4 Billion Deal To Bolster AI Portfolio - ABB LTD SPONS ADR by AB
10281,2025-10-08 06:39,2025-10-08,AMD,INTC,real news,16.3,0.348,0.531,Intel To Reportedly Unveil Details Of Upcoming Laptop Chip This Week - Intel (NASDAQ:INTC)
10286,2025-10-08 08:02,2025-10-08,IBM,AMD,real news,16.3,0.348,0.531,"S&P Global Uses IBM AI To Boost Efficiency - IBM (NYSE:IBM), S&P Global (NYSE:SPGI)"
10291,2025-10-08 09:00,2025-10-08,MSFT,,real news,16.3,0.348,0.531,Varonis Launches Interceptor: AI-Native Email Security to Stop Data Breaches Before They Start
10292,2025-10-08 09:00,2025-10-08,FLEX,,real news,16.3,0.348,0.531,Flex Partners with AppFolio to Transform the Rental Payment Experience
10299,2025-10-08 11:00,2025-10-08,CIEN,COHR,real news,16.3,0.348,0.531,Great Plains Communications Deploys Ciena Coherent Routing Solutions to Upgrade Network in Illinois and Indiana
10306,2025-10-08 13:00,2025-10-08,ORCL,MDB,real news,16.3,0.348,0.531,"Milind Joshi Joins Striim as VP of Payment Solutions to Drive Enterprise Payments, ERP Integrations, and AI-Ready Data Innovation"
10317,2025-10-09 03:00,2025-10-09,NVDA,,real news,16.43,0.33,0.489,KraneShares Global Humanoid & Embodied Intelligence Index UCITS ETF (KOID) Launches on the London Stock Exchange
10323,2025-10-09 03:04,2025-10-09,SNPS,,real news,16.43,0.33,0.489,マルチビーム (Multibeam)、台湾でのマルチカラム電子ビームリソグラフィ (EBL) の販売加速に向けマーケテック (Marketech) と提携
10324,2025-10-09 03:30,2025-10-09,AMZN,,real news,16.43,0.33,0.489,Cloudera Leverages AWS to Deliver a Sovereign-Ready Data and AI Platform as a Launch Partner for the AWS European Sovereign Cloud
10350,2025-10-09 09:07,2025-10-09,MSFT,,real news,16.43,0.33,0.489,Microsoft Partners With Harvard Medical School To Bolster AI Sources: Report - Microsoft (NASDAQ:MSFT)
10352,2025-10-09 09:25,2025-10-09,GOOG,GOOGL|MSFT,real news,16.43,0.33,0.489,Google Reportedly Requires Employees To Share Data With AI Healthcare Tool: Report - Alphabet (NASDAQ:GOO
10397,2025-10-10 06:00,2025-10-10,GLW,,real news,21.66,0.543,0.801,T1 Energy Makes Strategic Investment in Talon
10426,2025-10-10 17:30,2025-10-10,GOOG,GOOGL|MSFT,real news,21.66,0.543,0.801,Rezolve Ai PLC Announces Shareholder Transfer to a New Global Institutional Investor
10473,2025-10-12 07:31,2025-10-10,AMD,GOOG|GOOGL|MSFT|NVDA|META|CSCO|PATH,real news,21.66,0.543,0.801,"Consumer Tech News (Oct 6-10): China Hits Nvidia, Tesla Tests Cybercab, Sunak Joins Microsoft & More - Ap"
10499,2025-10-13 03:00,2025-10-13,NOK,COHR,real news,19.03,0.669,0.974,Nokia introduces new high-capacity shelves for the 1830 PSS to meet surging bandwidth demand
10509,2025-10-13 04:51,2025-10-13,MSFT,,real news,19.03,0.669,0.974,Space42 Expands Access to Geospatial Intelligence with Launch of GIQ on Microsoft Azure
10531,2025-10-13 10:08,2025-10-13,AMD,AVGO|NVDA|ORCL,real news,19.03,0.669,0.974,"OpenAI Makes $500B Chip Bet: Is Broadcom The Next AI Winner? - Broadcom (NASDAQ:AVGO), Oracle (NYSE:ORCL)"
10534,2025-10-13 10:33,2025-10-13,WDC,,real news,19.03,0.669,0.974,Western Digital Expands SIT Lab For AI Boom - Western Digital (NASDAQ:WDC)
10537,2025-10-13 11:00,2025-10-13,NVDA,ORCL|META,real news,19.03,0.669,0.974,NVIDIA Spectrum-X Ethernet Switches Speed Up Networks for Meta and Oracle
10556,2025-10-13 12:39,2025-10-13,ASML,TSM,real news,19.03,0.669,0.974,Lineweaver Wealth Fully Exits $11.8 Million Stake in International Stock ETF | The Motley Fool
10551,2025-10-13 13:42,2025-10-13,ADI,TXN,real news,19.03,0.669,0.974,Texas Instruments Stock Looks Pricey Compared To Peers - Texas Instruments (NASDAQ:TXN)
10555,2025-10-13 14:45,2025-10-13,NOW,,real news,19.03,0.669,0.974,"Telnyx launches Voice AI Agent integrations with ServiceNow, Salesforce, and more, helping teams get more done, faster"
10561,2025-10-13 17:00,2025-10-13,ETN,,real news,19.03,0.669,0.974,Waupaca Foundry Announces Strategic Sales Organization Expansion to Enhance Customer Focus and Drive Growth
10567,2025-10-13 17:16,2025-10-13,AMZN,,real news,19.03,0.669,0.974,Dalfen Industrial Acquires Three IOS Properties in the Dallas-Fort Worth Metroplex
10566,2025-10-13 19:39,2025-10-13,DELL,LNVGY|NVDA|COHR|CDNS|META|MSFT|HPQ,real news,19.03,0.669,0.974,NVIDIA DGX Spark Arrives for World’s AI Developers
11012,2025-10-24 06:34,2025-10-24,AMZN,,real news,16.37,0.632,0.911,"Target To Slash 1,800 Jobs In Major Shake-Up, Reports Say - Amazon.com (NASDAQ:AMZN), Target (NYSE:TGT)"
11018,2025-10-24 08:57,2025-10-24,INTC,ASX,real news,16.37,0.632,0.911,"Stock Market Today: S&P 500, Nasdaq, Dow Futures Rise As September CPI Comes In Cooler Than Expected —Int"
11099,2025-10-27 06:00,2025-10-27,PLTR,,real news,15.79,0.597,0.815,Red Cat Successfully Completes Flight Testing of Palantir’s VNav Software on Black Widow™ Drone
11111,2025-10-27 09:00,2025-10-27,AMZN,,real news,15.79,0.597,0.815,Former Salesforce President Alexandre Dayon Joins Dataiku’s Board of Directors
11116,2025-10-27 09:49,2025-10-27,PLTR,,real news,15.79,0.597,0.815,Red Cat Shares Jump On Palantir-Powered Drone Test Success Red Cat Holdings Shares Jump From Palantir-Pow
11124,2025-10-27 11:00,2025-10-27,MSFT,,real news,15.79,0.597,0.815,RIB Software Partners with Microsoft to Accelerate AI in Construction
11135,2025-10-27 11:15,2025-10-27,MSFT,,real news,15.79,0.597,0.815,"Capricorn Fund Loads Up on Phreesia (PHR) With a 484,000 Share Purchase | The Motley Fool"
11130,2025-10-27 12:31,2025-10-27,PLTR,META|MU,real news,15.79,0.597,0.815,Palantir's AI In The Sky: The Data-Driven Future Of Drones - Palantir Technologies (NASDAQ:PLTR)
11155,2025-10-27 14:10,2025-10-27,MSFT,PANW|APH|META,real news,15.79,0.597,0.815,Ayrshire Loads Up PANW With 37K Shares Worth $7.6 Million | The Motley Fool
11141,2025-10-27 15:00,2025-10-27,AMD,HPE|ORCL|MSFT,real news,15.79,0.597,0.815,"AMD Powers U.S. Sovereign AI Factory Supercomputers, Accelerating an Open American AI Stack"
11143,2025-10-27 16:00,2025-10-27,GOOG,GOOGL,real news,15.79,0.597,0.815,NewHydrogen Reveals Massive Source of Heat for ThermoLoop
11146,2025-10-27 16:15,2025-10-27,ON,,real news,15.79,0.597,0.815,onsemi Completes Acquisition of Vcore Power Technology from Aura Semiconductor - ON Semiconductor (NASDA
11147,2025-10-27 17:00,2025-10-27,GFS,,real news,15.79,0.597,0.815,GlobalFoundries Announces Chief Financial Officer Transition
11150,2025-10-27 17:22,2025-10-27,AMZN,MU|PLTR,real news,15.79,0.597,0.815,"Amazon To Cut Up To 30,000 Jobs - Amazon.com (NASDAQ:AMZN)"
11158,2025-10-28 04:00,2025-10-28,NOK,,real news,16.42,0.611,0.83,E.ON and Nokia join forces for a five-year strategic collaboration for telecommunications network modernization for distribution system operators
11160,2025-10-28 04:15,2025-10-28,META,NVDA,real news,16.42,0.611,0.83,Nvidia Supplier Foxconn Goes All-In On AI With $1.37 Billion Supercomputing Investment - Apple (NASDAQ:AA
11170,2025-10-28 06:30,2025-10-28,MSFT,,real news,16.42,0.611,0.83,"Sapiens Launches Decision Analytics, Bringing Real-Time Visibility and Optimization to AI Decisioning"
11177,2025-10-28 09:00,2025-10-28,SNOW,,real news,16.42,0.611,0.83,Tealium releases new AI features to accelerate real-time customer engagement
11179,2025-10-28 09:06,2025-10-28,GOOG,GOOGL|NOW,real news,16.42,0.611,0.83,"Project Worldwide Completes NOMOBO Acquisition, Creating a Global Leader in Integrated Production and Exp"
11181,2025-10-28 09:34,2025-10-28,META,,real news,16.42,0.611,0.83,Mark Zuckerberg Secretly Met AG Pam Bondi For Advice On Discussing 'Meta's Concerns' With Trump: Report -
